# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	142611	143444	-	KAK8441748.1			hypothetical protein			B9J08_00060	834	277	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	143861	145564	-							B9J08_00061	1704		old_locus_tag=B9J08_001591
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	143861	145564	-			KAK8441749.1	glutamate decarboxylase			B9J08_00061	1704		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	143861	145564	-	KAK8441749.1			glutamate decarboxylase			B9J08_00061	1704	567	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	147724	148743	+							B9J08_00062	1020		old_locus_tag=B9J08_001592
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	147724	148743	+			KAK8441750.1	GDP-mannose transporter			B9J08_00062	1020		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	147724	148743	+	KAK8441750.1			GDP-mannose transporter			B9J08_00062	1020	339	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	148964	151924	+							B9J08_00063	2961		old_locus_tag=B9J08_001593
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	148964	151924	+			KAK8441751.1	hypothetical protein			B9J08_00063	2961		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	148964	151924	+	KAK8441751.1			hypothetical protein			B9J08_00063	2961	986	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	152185	152904	-							B9J08_00064	720		old_locus_tag=B9J08_001594
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	152185	152904	-			KAK8441752.1	transcriptional activator HAP2			B9J08_00064	720		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	152185	152904	-	KAK8441752.1			transcriptional activator HAP2			B9J08_00064	720	239	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	153358	154041	-							B9J08_00065	684		old_locus_tag=B9J08_001595
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	153358	154041	-			KAK8441753.1	hypothetical protein			B9J08_00065	684		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	153358	154041	-	KAK8441753.1			hypothetical protein			B9J08_00065	684	227	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	154519	157155	+							B9J08_00066	2637		old_locus_tag=B9J08_001596
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	154519	157155	+			KAK8441754.1	hypothetical protein			B9J08_00066	2637		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	154519	157155	+	KAK8441754.1			hypothetical protein			B9J08_00066	2637	878	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	157171	158064	-							B9J08_00067	894		old_locus_tag=B9J08_001597
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	157171	158064	-			KAK8441755.1	hypothetical protein			B9J08_00067	894		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	157171	158064	-	KAK8441755.1			hypothetical protein			B9J08_00067	894	297	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	158382	160193	+							B9J08_00068	1812		old_locus_tag=B9J08_001598
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	158382	160193	+			KAK8441756.1	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA			B9J08_00068	1812		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	158382	160193	+	KAK8441756.1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA			B9J08_00068	1812	603	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	160234	162105	-							B9J08_00069	1872		old_locus_tag=B9J08_001599
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	160234	162105	-			KAK8441757.1	hypothetical protein			B9J08_00069	1872		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	160234	162105	-	KAK8441757.1			hypothetical protein			B9J08_00069	1872	623	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	163854	164999	+							B9J08_00070	1146		old_locus_tag=B9J08_001600
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	163854	164999	+			KAK8441758.1	hypothetical protein			B9J08_00070	1146		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	163854	164999	+	KAK8441758.1			hypothetical protein			B9J08_00070	1146	381	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165003	165746	-							B9J08_00071	744		old_locus_tag=B9J08_001601
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165003	165746	-			KAK8441759.1	hypothetical protein			B9J08_00071	744		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165003	165746	-	KAK8441759.1			hypothetical protein			B9J08_00071	744	247	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165865	166610	+							B9J08_00072	746		old_locus_tag=B9J08_001602
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165865	166610	+			KAK8441760.1	nicotinate-nucleotide diphosphorylase (carboxylating)			B9J08_00072	708		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	165865	166610	+	KAK8441760.1			nicotinate-nucleotide diphosphorylase (carboxylating)			B9J08_00072	708	235	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	166765	167808	-							B9J08_00073	1044		old_locus_tag=B9J08_001603
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	166765	167808	-			KAK8441761.1	hypothetical protein			B9J08_00073	1044		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	166765	167808	-	KAK8441761.1			hypothetical protein			B9J08_00073	1044	347	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	167964	169457	-							B9J08_00074	1494		old_locus_tag=B9J08_001604
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	167964	169457	-			KAK8441762.1	hypothetical protein			B9J08_00074	1494		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	167964	169457	-	KAK8441762.1			hypothetical protein			B9J08_00074	1494	497	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	169939	172200	-							B9J08_00075	2262		old_locus_tag=B9J08_001605
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	169939	172200	-			KAK8441763.1	hypothetical protein			B9J08_00075	2262		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	169939	172200	-	KAK8441763.1			hypothetical protein			B9J08_00075	2262	753	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	172945	175320	-							B9J08_00076	2376		old_locus_tag=B9J08_001606
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	172945	175320	-			KAK8441764.1	phosphoribosylamine-glycine ligase			B9J08_00076	2376		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	172945	175320	-	KAK8441764.1			phosphoribosylamine-glycine ligase			B9J08_00076	2376	791	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	176399	177499	-							B9J08_00077	1101		old_locus_tag=B9J08_001607
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	176399	177499	-			KAK8441765.1	hypothetical protein			B9J08_00077	1101		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	176399	177499	-	KAK8441765.1			hypothetical protein			B9J08_00077	1101	366	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	178242	180125	-							B9J08_00078	1884		old_locus_tag=B9J08_001608
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	178242	180125	-			KAK8441766.1	hypothetical protein			B9J08_00078	1425		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	178242	180125	-	KAK8441766.1			hypothetical protein			B9J08_00078	1425	474	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	180425	181261	-							B9J08_00079	837		old_locus_tag=B9J08_001609
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	180425	181261	-			KAK8441767.1	hypothetical protein			B9J08_00079	837		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	180425	181261	-	KAK8441767.1			hypothetical protein			B9J08_00079	837	278	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	181371	182000	+							B9J08_00080	630		old_locus_tag=B9J08_001610
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	181371	182000	+			KAK8441768.1	hypothetical protein			B9J08_00080	630		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	181371	182000	+	KAK8441768.1			hypothetical protein			B9J08_00080	630	209	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	182051	185545	-							B9J08_00081	3495		old_locus_tag=B9J08_001611
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	182051	185545	-			KAK8441769.1	hypothetical protein			B9J08_00081	3495		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	182051	185545	-	KAK8441769.1			hypothetical protein			B9J08_00081	3495	1164	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	186134	188581	-							B9J08_00082	2448		old_locus_tag=B9J08_001612
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	186134	188581	-			KAK8441770.1	hypothetical protein			B9J08_00082	2448		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	186134	188581	-	KAK8441770.1			hypothetical protein			B9J08_00082	2448	815	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	189051	190055	-							B9J08_00083	1005		old_locus_tag=B9J08_001613
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	189051	190055	-			KAK8441771.1	5'/3'-nucleotidase SurE			B9J08_00083	1005		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	189051	190055	-	KAK8441771.1			5'/3'-nucleotidase SurE			B9J08_00083	1005	334	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	191853	192857	-							B9J08_00084	1005		old_locus_tag=B9J08_001614
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	191853	192857	-			KAK8441772.1	5'/3'-nucleotidase SurE			B9J08_00084	1005		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	191853	192857	-	KAK8441772.1			5'/3'-nucleotidase SurE			B9J08_00084	1005	334	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	194311	195525	+							B9J08_00085	1215		old_locus_tag=B9J08_001615
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	194311	195525	+			KAK8441773.1	hypothetical protein			B9J08_00085	1215		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	194311	195525	+	KAK8441773.1			hypothetical protein			B9J08_00085	1215	404	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	195704	196198	+							B9J08_00086	495		old_locus_tag=B9J08_001616
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	195704	196198	+			KAK8441774.1	hypothetical protein			B9J08_00086	495		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	195704	196198	+	KAK8441774.1			hypothetical protein			B9J08_00086	495	164	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	196523	197659	+							B9J08_00087	1137		old_locus_tag=B9J08_001617
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	196523	197659	+			KAK8441775.1	hypothetical protein			B9J08_00087	1137		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	196523	197659	+	KAK8441775.1			hypothetical protein			B9J08_00087	1137	378	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	197735	199159	-							B9J08_00088	1425		old_locus_tag=B9J08_001618
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	197735	199159	-			KAK8441776.1	hypothetical protein			B9J08_00088	1425		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	197735	199159	-	KAK8441776.1			hypothetical protein			B9J08_00088	1425	474	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	200256	202601	+							B9J08_00089	2346		old_locus_tag=B9J08_001619
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	200256	202601	+			KAK8441777.1	hypothetical protein			B9J08_00089	2346		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	200256	202601	+	KAK8441777.1			hypothetical protein			B9J08_00089	2346	781	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	202766	204386	-							B9J08_00090	1621		old_locus_tag=B9J08_001620
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	202766	204386	-			KAK8441778.1	hypothetical protein			B9J08_00090	1575		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	202766	204386	-	KAK8441778.1			hypothetical protein			B9J08_00090	1575	524	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	204585	205979	+							B9J08_00091	1395		old_locus_tag=B9J08_001621
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	204585	205979	+			KAK8441779.1	hypothetical protein			B9J08_00091	1395		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	204585	205979	+	KAK8441779.1			hypothetical protein			B9J08_00091	1395	464	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	206456	207472	+							B9J08_00092	1017		old_locus_tag=B9J08_001622
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	206456	207472	+			KAK8441780.1	hypothetical protein			B9J08_00092	1017		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	206456	207472	+	KAK8441780.1			hypothetical protein			B9J08_00092	1017	338	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	207597	210623	+							B9J08_00093	3027		old_locus_tag=B9J08_001623
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	207597	210623	+			KAK8441781.1	hypothetical protein			B9J08_00093	3027		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	207597	210623	+	KAK8441781.1			hypothetical protein			B9J08_00093	3027	1008	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	210658	213900	-							B9J08_00094	3243		old_locus_tag=B9J08_001624
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	210658	213900	-			KAK8441782.1	isoleucine-tRNA ligase			B9J08_00094	3243		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	210658	213900	-	KAK8441782.1			isoleucine-tRNA ligase			B9J08_00094	3243	1080	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	214518	215930	+							B9J08_00095	1413		old_locus_tag=B9J08_001625
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	214518	215930	+			KAK8441783.1	tRNA(Ile)-lysidine synthetase			B9J08_00095	1413		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	214518	215930	+	KAK8441783.1			tRNA(Ile)-lysidine synthetase			B9J08_00095	1413	470	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	216237	220931	+							B9J08_00096	4695		old_locus_tag=B9J08_001626
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	216237	220931	+			KAK8441784.1	hypothetical protein			B9J08_00096	4695		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	216237	220931	+	KAK8441784.1			hypothetical protein			B9J08_00096	4695	1564	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	221051	223186	+							B9J08_00097	2136		old_locus_tag=B9J08_001627
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	221051	223186	+			KAK8441785.1	hypothetical protein			B9J08_00097	2136		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	221051	223186	+	KAK8441785.1			hypothetical protein			B9J08_00097	2136	711	
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	223542	223626	+							B9J08_00098	85		old_locus_tag=B9J08_001628
tRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	223542	223626	+				tRNA-Leu			B9J08_00098	85		
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	223817	223889	+							B9J08_00099	73		old_locus_tag=B9J08_001629
tRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	223817	223889	+				tRNA-Lys			B9J08_00099	73		
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224317	224682	+							B9J08_00100	366		old_locus_tag=B9J08_001630
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224317	224682	+			KAK8441786.1	hypothetical protein			B9J08_00100	366		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224317	224682	+	KAK8441786.1			hypothetical protein			B9J08_00100	366	121	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224822	226315	+							B9J08_00101	1494		old_locus_tag=B9J08_001631
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224822	226315	+			KAK8441787.1	hypothetical protein			B9J08_00101	1494		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	224822	226315	+	KAK8441787.1			hypothetical protein			B9J08_00101	1494	497	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	226367	228523	-							B9J08_00102	2157		old_locus_tag=B9J08_001632
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	226367	228523	-			KAK8441788.1	hypothetical protein			B9J08_00102	2157		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	226367	228523	-	KAK8441788.1			hypothetical protein			B9J08_00102	2157	718	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	228885	229922	+							B9J08_00103	1038		old_locus_tag=B9J08_001633
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	228885	229922	+			KAK8441789.1	hypothetical protein			B9J08_00103	1038		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	228885	229922	+	KAK8441789.1			hypothetical protein			B9J08_00103	1038	345	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	229947	231326	-							B9J08_00104	1380		old_locus_tag=B9J08_001634
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	229947	231326	-			KAK8441790.1	hypothetical protein			B9J08_00104	1380		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	229947	231326	-	KAK8441790.1			hypothetical protein			B9J08_00104	1380	459	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	231620	233008	+							B9J08_00105	1389		old_locus_tag=B9J08_001635
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	231620	233008	+			KAK8441791.1	hypothetical protein			B9J08_00105	1389		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	231620	233008	+	KAK8441791.1			hypothetical protein			B9J08_00105	1389	462	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	233035	233856	-							B9J08_00106	822		old_locus_tag=B9J08_001636
mRNA		GCA_002759435.3	Primary Assembly	chromosome	1	CM076438.1	233035	233856	-			KAK8441792.1	hypothetical protein			B9J08_00106	822		
